sale_date,revenue,prev_day_revenue,revenue_7_days_ago,revenue_14_days_ago,rolling_7d_avg,rolling_30d_avg,rolling_7d_std,day_of_week,month,weekend,target_next_day_revenue
2011-02-05,0.0,18114.31,0.0,0.0,15607.695714285714,20411.199666666667,9152.630506761185,Saturday,February,1,3457.11
2011-02-06,3457.11,0.0,6615.75,10400.25,15607.695714285714,19265.859999999997,9152.630506761185,Sunday,February,1,23415.010000000002
2011-02-07,23415.010000000002,3457.11,18818.08,17632.37,15156.461428571429,18587.837333333333,9729.510350535695,Monday,February,0,14168.03
2011-02-08,14168.03,23415.010000000002,26376.5,24119.3,15813.165714285715,19368.337666666666,10163.312946401655,Tuesday,February,0,11920.78
2011-02-09,11920.78,14168.03,17145.23,17490.82,14069.098571428573,19314.66533333333,9033.157709000836,Wednesday,February,0,14198.51
2011-02-10,14198.51,11920.78,22184.0,22157.03,13322.748571428572,19200.463666666667,8952.104492195185,Thursday,February,0,18599.46
2011-02-11,18599.46,14198.51,18114.31,17273.5,12181.964285714288,17664.788,8103.255608383307,Friday,February,0,0.0
2011-02-12,0.0,18599.46,0.0,0.0,12251.271428571428,17712.971999999998,8164.296356060407,Saturday,February,1,5713.63
2011-02-13,5713.63,0.0,3457.11,6615.75,12251.271428571428,17207.261666666665,8164.296356060407,Sunday,February,1,23003.99
2011-02-14,23003.99,5713.63,23415.010000000002,18818.08,12573.63142857143,16079.982,7795.409742994991,Monday,February,0,37784.65
2011-02-15,37784.65,23003.99,14168.03,26376.5,12514.914285714285,16846.781666666666,7701.117181363721,Tuesday,February,0,23499.22
2011-02-16,23499.22,37784.65,11920.78,17145.23,15888.717142857144,17864.868000000002,12328.775057560424,Wednesday,February,0,17674.79
2011-02-17,17674.79,23499.22,14198.51,22184.0,17542.780000000002,18094.930333333334,12483.428532397136,Thursday,February,0,14463.06
2011-02-18,14463.06,17674.79,18599.46,18114.31,18039.391428571427,15764.453000000001,12397.061829126336,Friday,February,0,0.0
2011-02-19,0.0,14463.06,0.0,0.0,17448.477142857144,15524.995666666668,12464.31615855134,Saturday,February,1,9624.69
2011-02-20,9624.69,0.0,5713.63,3457.11,17448.477142857144,15016.838,12464.31615855134,Sunday,February,1,32801.73
2011-02-21,32801.73,9624.69,23003.99,23415.010000000002,18007.2,14528.335666666668,11926.684877302112,Monday,February,0,29160.48
2011-02-22,29160.48,32801.73,37784.65,14168.03,19406.877142857145,15621.726666666666,13125.49305652899,Tuesday,February,0,19348.07
2011-02-23,19348.07,29160.48,23499.22,11920.78,18174.852857142858,16247.067666666666,11404.943770750942,Wednesday,February,0,21472.89
2011-02-24,21472.89,19348.07,17674.79,14198.51,17581.83142857143,16304.257666666666,11187.80799630478,Thursday,February,0,18377.69
2011-02-25,18377.69,21472.89,14463.06,18599.46,18124.417142857143,16216.044,11284.747724856652,Friday,February,0,0.0
2011-02-26,0.0,18377.69,0.0,0.0,18683.649999999998,16245.606333333333,11169.47185095011,Saturday,February,1,9526.5
2011-02-27,9526.5,0.0,9624.69,5713.63,18683.649999999998,15507.038666666667,11169.47185095011,Sunday,February,1,15107.02
2011-02-28,15107.02,9526.5,32801.73,23003.99,18669.622857142855,15248.805333333334,11182.798331147891,Monday,February,0,23631.87
2011-03-01,23631.87,15107.02,29160.48,37784.65,16141.807142857142,15752.372666666668,9296.743084843783,Tuesday,March,0,18686.99
2011-03-02,18686.99,23631.87,19348.07,23499.22,15352.005714285715,16319.576666666668,8173.384513979637,Wednesday,March,0,32855.05
2011-03-03,32855.05,18686.99,21472.89,17674.79,15257.565714285713,16315.207,8123.181278450097,Thursday,March,0,17322.47
2011-03-04,17322.47,32855.05,18377.69,14463.06,16883.588571428572,16531.158666666666,10395.912573227095,Friday,March,0,0.0
2011-03-05,0.0,17322.47,0.0,0.0,16732.842857142856,16537.066666666666,10378.272153221078,Saturday,March,1,9997.42
2011-03-06,9997.42,0.0,9526.5,9624.69,16732.842857142856,15797.6,10378.272153221078,Sunday,March,1,20285.68
2011-03-07,20285.68,9997.42,15107.02,32801.73,16800.117142857143,15527.037000000002,10325.163922840356,Monday,March,0,22230.61
2011-03-08,22230.61,20285.68,23631.87,29160.48,17539.925714285717,16203.226333333334,10369.067891575187,Tuesday,March,0,20345.87
2011-03-09,20345.87,22230.61,18686.99,19348.07,17339.745714285713,16829.009666666665,10244.63797393359,Wednesday,March,0,24431.72
2011-03-10,24431.72,20345.87,32855.05,21472.89,17576.72857142857,16726.705,10300.034249421109,Thursday,March,0,20896.0
2011-03-11,20896.0,24431.72,17322.47,18377.69,16373.395714285714,17068.828,8563.215569038815,Friday,March,0,0.0
2011-03-12,0.0,20896.0,0.0,0.0,16883.9,17368.002,8734.041355869203,Saturday,March,1,4148.12
2011-03-13,4148.12,0.0,9997.42,9526.5,16883.9,16894.718333333334,8734.041355869203,Sunday,March,1,26009.25
2011-03-14,26009.25,4148.12,20285.68,15107.02,16048.285714285714,16413.007,9726.16400242813,Monday,March,0,14936.43
2011-03-15,14936.43,26009.25,22230.61,23631.87,16865.93857142857,17279.982,10361.587740446981,Tuesday,March,0,21820.66
2011-03-16,21820.66,14936.43,20345.87,18686.99,15823.912857142856,17587.408666666666,10095.523625877824,Wednesday,March,0,32028.94
2011-03-17,32028.94,21820.66,24431.72,32855.05,16034.597142857141,17547.964333333333,10220.239303295399,Thursday,March,0,23398.74
2011-03-18,23398.74,32028.94,20896.0,17322.47,17119.914285714283,17356.107333333333,11574.265178616255,Friday,March,0,0.0
2011-03-19,0.0,23398.74,0.0,0.0,17477.448571428573,17352.757999999998,11747.706869995856,Saturday,March,1,20084.8
2011-03-20,20084.8,0.0,4148.12,9997.42,17477.448571428573,16763.59833333333,11747.706869995856,Sunday,March,1,16051.05
2011-03-21,16051.05,20084.8,26009.25,20285.68,19754.117142857143,16950.98966666667,10172.646681486456,Monday,March,0,19064.29
2011-03-22,19064.29,16051.05,14936.43,22230.61,18331.51714285714,17486.024666666668,9843.06800852038,Tuesday,March,0,21578.8
2011-03-23,21578.8,19064.29,21820.66,20345.87,18921.21142857143,17800.678,9728.755408756791,Wednesday,March,0,36697.14
2011-03-24,36697.14,21578.8,32028.94,24431.72,18886.66,17426.58033333333,9717.16444587104,Thursday,March,0,27302.75
2011-03-25,27302.75,36697.14,23398.74,20896.0,19553.545714285716,17677.802333333337,10862.168503182447,Friday,March,0,0.0
2011-03-26,0.0,27302.75,0.0,0.0,20111.261428571426,17942.958333333332,11187.847184857083,Saturday,March,1,9224.4
2011-03-27,9224.4,0.0,20084.8,4148.12,20111.261428571426,17227.195333333333,11187.847184857083,Sunday,March,1,20005.16
2011-03-28,20005.16,9224.4,16051.05,26009.25,18559.775714285715,16922.085666666666,11921.135599545965,Monday,March,0,37190.52
2011-03-29,37190.52,20005.16,19064.29,14936.43,19124.648571428574,17588.924333333332,11876.04525580301,Tuesday,March,0,29587.420000000002
2011-03-30,29587.420000000002,37190.52,21578.8,21820.66,21714.109999999997,18511.058333333334,13697.187055459,Wednesday,March,0,25688.61
2011-03-31,25688.61,29587.420000000002,36697.14,32028.94,22858.198571428573,18993.738333333335,14014.788203528013,Thursday,March,0,24586.82
2011-04-01,24586.82,25688.61,27302.75,23398.74,21285.551428571427,19062.296333333335,12764.978953360946,Friday,April,0,0.0
2011-04-02,0.0,24586.82,0.0,0.0,20897.56142857143,19258.957333333332,12591.704067430584,Saturday,April,1,6918.5
2011-04-03,6918.5,0.0,9224.4,20084.8,20897.56142857143,18163.788999999997,12591.704067430584,Sunday,April,1,29017.77
2011-04-04,29017.77,6918.5,20005.16,16051.05,20568.147142857142,17816.989999999998,12972.393329781418,Monday,April,0,28759.37
2011-04-05,28759.37,29017.77,37190.52,19064.29,21855.662857142856,18784.249,13348.990143568568,Tuesday,April,0,12722.32
2011-04-06,12722.32,28759.37,29587.420000000002,21578.8,20651.212857142855,19409.647333333334,12052.120541102195,Wednesday,April,0,16827.77
2011-04-07,16827.77,12722.32,25688.61,36697.14,18241.912857142856,19157.53533333333,11646.888823727024,Thursday,April,0,22720.71
2011-04-08,22720.71,16827.77,24586.82,27302.75,16976.07857142857,18977.440666666665,11174.601128185646,Friday,April,0,0.0
2011-04-09,0.0,22720.71,0.0,0.0,16709.49142857143,19056.602000000003,10983.397975040081,Saturday,April,1,9913.98
2011-04-10,9913.98,0.0,6918.5,9224.4,16709.49142857143,18242.211333333336,10983.397975040081,Sunday,April,1,20184.14
2011-04-11,20184.14,9913.98,29017.77,20005.16,17137.417142857143,17876.144000000004,10589.647507287045,Monday,April,0,24023.96
2011-04-12,24023.96,20184.14,28759.37,37190.52,15875.47,18548.94866666667,9397.126936729133,Tuesday,April,0,24484.42
2011-04-13,24484.42,24023.96,12722.32,29587.420000000002,15198.982857142855,19211.47666666667,8436.384830788447,Wednesday,April,0,35702.7
2011-04-14,35702.7,24484.42,16827.77,25688.61,16879.282857142858,19160.649,9012.557549284078,Thursday,April,0,18021.481
2011-04-15,18021.481,35702.7,22720.71,24586.82,19575.701428571425,19852.858,11480.27895311555,Friday,April,0,0.0
2011-04-16,0.0,18021.481,0.0,0.0,18904.382999999998,19726.2187,11402.855433666162,Saturday,April,1,12725.5
2011-04-17,12725.5,0.0,9913.98,6918.5,18904.382999999998,18658.587366666667,11402.855433666162,Sunday,April,1,43713.56
2011-04-18,43713.56,12725.5,20184.14,29017.77,19306.028714285716,18302.812700000002,11078.302263984247,Monday,April,0,18853.04
2011-04-19,18853.04,43713.56,24023.96,28759.37,22667.374428571427,19759.931366666668,14446.675945637606,Tuesday,April,0,25718.95
2011-04-20,25718.95,18853.04,24484.42,12722.32,21928.67157142857,19718.8727,14497.86032840654,Wednesday,April,0,27804.47
2011-04-21,27804.47,25718.95,35702.7,16827.77,22105.033,20041.136033333332,14541.574660683757,Thursday,April,0,0.0
2011-04-22,0.0,27804.47,18021.481,22720.71,20976.714428571428,20332.475366666666,13585.65221325489,Friday,April,0,0.0
2011-04-23,0.0,0.0,0.0,0.0,18402.217142857142,19613.18203333333,15770.819921818398,Saturday,April,1,0.0
2011-04-24,0.0,0.0,12725.5,9913.98,18402.217142857142,18389.94403333333,15770.819921818398,Sunday,April,1,0.0
2011-04-25,0.0,0.0,43713.56,20184.14,16584.288571428573,17479.852366666662,17202.688715506494,Monday,April,0,21584.41
2011-04-26,21584.41,0.0,18853.04,24023.96,10339.494285714287,17479.852366666662,13176.077209187193,Tuesday,April,0,23593.2
2011-04-27,23593.2,21584.41,25718.95,24484.42,10729.69,17891.8527,13506.51672131396,Wednesday,April,0,21323.29
2011-04-28,21323.29,23593.2,27804.47,35702.7,10426.011428571428,18011.454033333335,13132.037117345802,Thursday,April,0,0.0
2011-04-29,0.0,21323.29,0.0,18021.481,9500.128571428573,17482.546366666666,11870.421486454523,Friday,April,0,0.0
2011-04-30,0.0,0.0,0.0,0.0,9500.128571428573,16496.299033333333,11870.421486454523,Saturday,April,1,6973.66
2011-05-01,6973.66,0.0,0.0,12725.5,9500.128571428573,15640.012033333334,11870.421486454523,Sunday,May,1,0.0
2011-05-02,0.0,6973.66,0.0,43713.56,10496.365714285714,15052.9067,11214.756789245534,Monday,May,0,28910.41
2011-05-03,28910.41,0.0,21584.41,18853.04,10496.365714285714,15052.9067,11214.756789245534,Tuesday,May,0,27532.0
2011-05-04,27532.0,28910.41,23593.2,25718.95,11542.937142857143,15785.970366666666,12669.449722594796,Wednesday,May,0,25232.670000000002
2011-05-05,25232.670000000002,27532.0,21323.29,27804.47,12105.622857142856,15736.444699999998,13362.352133713486,Thursday,May,0,30786.7
2011-05-06,30786.7,25232.670000000002,0.0,0.0,12664.105714285713,15618.888033333333,13883.35565040847,Friday,May,0,0.0
2011-05-07,0.0,30786.7,0.0,0.0,17062.205714285716,16221.034033333333,14077.945218948991,Saturday,May,1,18867.4
2011-05-08,18867.4,0.0,6973.66,0.0,17062.205714285716,15660.10836666667,14077.945218948991,Sunday,May,1,21624.41
2011-05-09,21624.41,18867.4,0.0,0.0,18761.31142857143,15531.6647,13356.661881548642,Monday,May,0,29870.7
2011-05-10,29870.7,21624.41,28910.41,21584.41,21850.512857142858,16252.478366666668,10486.585624453306,Tuesday,May,0,31887.7
2011-05-11,31887.7,29870.7,27532.0,23593.2,21987.697142857145,16917.70236666667,10600.003032978688,Wednesday,May,0,59901.56
2011-05-12,59901.56,31887.7,25232.670000000002,21323.29,22609.940000000002,17307.821033333334,11095.951551367745,Thursday,May,0,25885.83
2011-05-13,25885.83,59901.56,30786.7,0.0,27562.63857142857,18503.741033333336,18031.46551899987,Friday,May,0,0.0
2011-05-14,0.0,25885.83,0.0,0.0,26862.514285714286,18550.4547,17980.491230586427,Saturday,May,1,9680.05
2011-05-15,9680.05,0.0,18867.4,6973.66,26862.514285714286,17360.3647,17980.491230586427,Sunday,May,1,35706.7
2011-05-16,35706.7,9680.05,21624.41,0.0,25550.035714285714,17082.317,18969.472914150658,Monday,May,0,46406.090000000004
2011-05-17,46406.090000000004,35706.7,29870.7,28910.41,27561.79142857143,18272.54033333333,19228.722355851274,Tuesday,May,0,32882.87
2011-05-18,32882.87,46406.090000000004,31887.7,27532.0,29923.989999999998,19395.22666666667,20531.192674612623,Wednesday,May,0,31553.510000000002
2011-05-19,31553.510000000002,32882.87,59901.56,25232.670000000002,30066.15714285714,19034.203666666665,20550.492975705572,Thursday,May,0,25489.66
2011-05-20,25489.66,31553.510000000002,25885.83,30786.7,26016.43571428571,19457.55266666667,15974.958625911855,Friday,May,0,0.0
2011-05-21,0.0,25489.66,0.0,0.0,25959.84,19449.909666666666,15976.20017335162,Saturday,May,1,24231.09
2011-05-22,24231.09,0.0,9680.05,18867.4,25959.84,18523.094,15976.20017335162,Sunday,May,1,31307.49
2011-05-23,31307.49,24231.09,35706.7,21624.41,28038.559999999998,19330.797000000002,14370.9388937281,Monday,May,0,32462.48
2011-05-24,32462.48,31307.49,46406.090000000004,29870.7,27410.10142857143,20374.38,14072.811370256288,Tuesday,May,0,21884.93
2011-05-25,21884.93,32462.48,32882.87,31887.7,25418.157142857144,21456.462666666666,11727.234487425307,Wednesday,May,0,32764.38
2011-05-26,32764.38,21884.93,31553.510000000002,59901.56,23847.022857142852,22185.960333333336,11289.011528440276,Thursday,May,0,21163.32
2011-05-27,21163.32,32764.38,25489.66,25885.83,24020.004285714287,22558.626,11435.11072707922,Friday,May,0,0.0
2011-05-28,0.0,21163.32,0.0,0.0,23401.955714285716,22477.63,11459.32962681917,Saturday,May,1,7394.3
2011-05-29,7394.3,0.0,24231.09,9680.05,23401.955714285716,21766.853666666666,11459.32962681917,Sunday,May,1,0.0
2011-05-30,0.0,7394.3,31307.49,35706.7,20996.700000000004,22013.330333333335,12929.025520266418,Monday,May,0,18194.65
2011-05-31,18194.65,0.0,32462.48,46406.090000000004,16524.20142857143,22013.330333333335,14127.305248985545,Tuesday,May,0,15390.89
2011-06-01,15390.89,18194.65,21884.93,32882.87,14485.939999999999,22387.36333333333,12363.68761494052,Wednesday,June,0,28104.56
2011-06-02,28104.56,15390.89,32764.38,31553.510000000002,13558.220000000001,22900.392999999996,11952.781122208906,Thursday,June,0,15042.26
2011-06-03,15042.26,28104.56,21163.32,25489.66,12892.531428571428,22873.531333333336,10776.75968511011,Friday,June,0,0.0
2011-06-04,0.0,15042.26,0.0,0.0,12018.094285714285,22457.20666666667,10228.181680888454,Saturday,June,1,25639.54
2011-06-05,25639.54,0.0,7394.3,24231.09,12018.094285714285,21616.11766666667,10228.181680888454,Sunday,June,1,16290.98
2011-06-06,16290.98,25639.54,0.0,31307.49,14624.557142857142,21444.545666666665,11137.79580493484,Monday,June,0,33908.26
2011-06-07,33908.26,16290.98,18194.65,32462.48,16951.84,21987.578333333335,9085.598011767506,Tuesday,June,0,30192.13
2011-06-08,30192.13,33908.26,15390.89,21884.93,19196.641428571427,22488.940333333332,11150.412666002456,Wednesday,June,0,42910.38
2011-06-09,42910.38,30192.13,28104.56,32764.38,21311.104285714282,22774.531,11698.365758383901,Thursday,June,0,58245.12
2011-06-10,58245.12,42910.38,15042.26,21163.32,23426.221428571425,23209.186999999998,14201.949371156106,Friday,June,0,0.0
2011-06-11,0.0,58245.12,0.0,0.0,29598.058571428566,24087.767666666663,18644.016323882974,Saturday,June,1,12472.210000000001
2011-06-12,12472.210000000001,0.0,25639.54,7394.3,29598.058571428566,22091.049,18644.016323882974,Sunday,June,1,19719.11
2011-06-13,19719.11,12472.210000000001,16290.98,0.0,27717.01142857143,21643.928333333333,19741.88660204021,Monday,June,0,33334.47
2011-06-14,33334.47,19719.11,33908.26,18194.65,28206.744285714285,22301.232000000004,19451.58898737142,Tuesday,June,0,45077.54
2011-06-15,45077.54,33334.47,30192.13,15390.89,28124.774285714288,23089.712666666666,19424.748564636877,Wednesday,June,0,32307.77
2011-06-16,32307.77,45077.54,42910.38,28104.56,30251.26142857143,23402.074,20475.163058077174,Thursday,June,0,19059.23
2011-06-17,19059.23,32307.77,58245.12,15042.26,28736.602857142858,22932.13,19762.381873616796,Friday,June,0,0.0
2011-06-18,0.0,19059.23,0.0,0.0,23138.618571428575,22471.342,14982.475256757412,Saturday,June,1,22442.18
2011-06-19,22442.18,0.0,12472.210000000001,25639.54,23138.618571428575,21419.558333333334,14982.475256757412,Sunday,June,1,26136.73
2011-06-20,26136.73,22442.18,19719.11,16290.98,24562.899999999998,21317.97566666666,14255.759658659623,Monday,June,0,19850.66
2011-06-21,19850.66,26136.73,33334.47,33908.26,25479.70285714286,22189.2,14097.819261772049,Tuesday,June,0,21170.420000000002
2011-06-22,21170.420000000002,19850.66,45077.54,30192.13,23553.444285714282,22043.185666666664,13762.912117090715,Wednesday,June,0,22556.81
2011-06-23,22556.81,21170.420000000002,32307.77,42910.38,20138.141428571427,21705.283333333333,9977.044926923405,Thursday,June,0,16021.710000000001
2011-06-24,16021.710000000001,22556.81,19059.23,58245.12,18745.147142857142,21375.09433333333,8577.253050702824,Friday,June,0,0.0
2011-06-25,0.0,16021.710000000001,0.0,0.0,18311.215714285714,21179.653666666665,8635.353745039187,Saturday,June,1,7082.49
2011-06-26,7082.49,0.0,22442.18,12472.210000000001,18311.215714285714,20087.507666666665,8635.353745039187,Sunday,June,1,13412.2
2011-06-27,13412.2,7082.49,26136.73,19719.11,16116.974285714286,19618.146666666667,9333.921584919648,Monday,June,0,30532.37
2011-06-28,30532.37,13412.2,19850.66,33334.47,14299.184285714287,20065.219999999998,8231.264877430982,Tuesday,June,0,12570.630000000001
2011-06-29,12570.630000000001,30532.37,21170.420000000002,45077.54,15825.142857142857,20836.488999999998,10189.209306833256,Wednesday,June,0,41743.04
2011-06-30,41743.04,12570.630000000001,22556.81,32307.77,14596.60142857143,21255.51,9953.011149915783,Thursday,June,0,12189.29
2011-07-01,12189.29,41743.04,16021.710000000001,19059.23,17337.49142857143,22040.456333333335,14232.307416397663,Friday,July,0,0.0
2011-07-02,0.0,12189.29,0.0,0.0,16790.00285714286,21933.736333333338,14364.458090483522,Saturday,July,1,6032.39
2011-07-03,6032.39,0.0,7082.49,22442.18,16790.00285714286,20996.917666666668,14364.458090483522,Sunday,July,1,30985.170000000002
2011-07-04,30985.170000000002,6032.39,13412.2,26136.73,16639.98857142857,20696.588666666667,14487.68923322308,Monday,July,0,25992.260000000002
2011-07-05,25992.260000000002,30985.170000000002,30532.37,19850.66,19150.41285714286,21729.427666666666,15333.019035224523,Tuesday,July,0,22960.48
2011-07-06,22960.48,25992.260000000002,12570.630000000001,21170.420000000002,18501.825714285715,21741.185,14860.047685873318,Wednesday,July,0,27893.66
2011-07-07,27893.66,22960.48,41743.04,22556.81,19986.09,21963.501666666663,14686.75897709681,Thursday,July,0,17558.3
2011-07-08,17558.3,27893.66,12189.29,16021.710000000001,18007.60714285714,21763.015000000003,11944.101505194554,Friday,July,0,0.0
2011-07-09,0.0,17558.3,0.0,0.0,18774.608571428573,21341.887333333336,11677.616686008663,Saturday,July,1,5993.87
2011-07-10,5993.87,0.0,6032.39,7082.49,18774.608571428573,19911.541333333338,11677.616686008663,Sunday,July,1,20080.03
2011-07-11,20080.03,5993.87,30985.170000000002,13412.2,18769.105714285713,18169.833000000002,11684.628942412432,Monday,July,0,17948.19
2011-07-12,17948.19,20080.03,25992.260000000002,30532.37,17211.22857142857,18839.167333333335,10445.738753479713,Tuesday,July,0,19432.85
2011-07-13,19432.85,17948.19,22960.48,12570.630000000001,16062.075714285715,19021.7,9737.158053985542,Wednesday,July,0,32020.91
2011-07-14,32020.91,19432.85,27893.66,41743.04,15558.128571428571,19012.158,9406.291160231425,Thursday,July,0,11857.300000000001
2011-07-15,11857.300000000001,32020.91,17558.3,12189.29,16147.735714285713,18968.37266666667,10386.644156524384,Friday,July,0,0.0
2011-07-16,0.0,11857.300000000001,0.0,0.0,15333.307142857144,17861.031333333332,10480.691379342492,Saturday,July,1,16958.6
2011-07-17,16958.6,0.0,5993.87,6032.39,15333.307142857142,16784.105666666666,10480.691379342492,Sunday,July,1,22018.36
2011-07-18,22018.36,16958.6,20080.03,30985.170000000002,16899.69714285714,16714.084666666666,9637.693344671436,Monday,July,0,46599.08
2011-07-19,46599.08,22018.36,17948.19,25992.260000000002,17176.601428571426,17448.03,9771.218437450942,Tuesday,July,0,27076.97
2011-07-20,27076.97,46599.08,19432.85,22960.48,21269.58571428571,18253.260000000002,14836.214209017822,Wednesday,July,0,30394.71
2011-07-21,30394.71,27076.97,32020.91,27893.66,22361.602857142858,18284.601333333336,14959.300988632152,Thursday,July,0,14633.77
2011-07-22,14633.77,30394.71,11857.300000000001,17558.3,22129.28857142857,18636.069666666666,14796.029438152702,Friday,July,0,0.0
2011-07-23,0.0,14633.77,0.0,0.0,22525.927142857145,18418.181333333334,14509.208094383519,Saturday,July,1,26796.920000000002
2011-07-24,26796.920000000002,0.0,16958.6,5993.87,22525.927142857145,17666.287666666667,14509.208094383519,Sunday,July,1,19687.31
2011-07-25,19687.31,26796.920000000002,22018.36,20080.03,23931.40142857143,18025.461333333333,14355.727427594235,Monday,July,0,17293.001
2011-07-26,17293.001,19687.31,46599.08,17948.19,23598.394285714287,18681.705,14434.32129854959,Tuesday,July,0,22855.32
2011-07-27,22855.32,17293.001,27076.97,19432.85,19411.811571428574,19022.055366666664,10312.87145184652,Wednesday,July,0,54198.37
2011-07-28,54198.37,22855.32,30394.71,32020.91,18808.71871428572,19336.826033333335,9905.29281996963,Thursday,July,0,17240.61
2011-07-29,17240.61,54198.37,14633.77,11857.300000000001,22209.241571428574,20125.692700000003,16461.75511721136,Friday,July,0,0.0
2011-07-30,0.0,17240.61,0.0,0.0,22581.647285714283,20281.3587,16290.411378502446,Saturday,July,1,33393.29
2011-07-31,33393.29,0.0,26796.920000000002,16958.6,22581.647285714283,18889.924033333333,16290.411378502446,Sunday,July,1,19808.4
2011-08-01,19808.4,33393.29,19687.31,22018.36,23523.98585714286,19596.72403333333,16758.938398797836,Monday,August,0,20277.05
2011-08-02,20277.05,19808.4,17293.001,46599.08,23541.28442857143,20257.00403333333,16754.380021719724,Tuesday,August,0,26617.77
2011-08-03,26617.77,20277.05,22855.32,27076.97,23967.577142857142,20731.82603333333,16606.211697867486,Wednesday,August,0,62079.61
